id,magnitude,location,date,longitude,latitude,depth
iscgemsup895620,,"105 km NW of Sola, Vanuatu",7/23/1950,166.973,-13.112,70
ci3344203,3.26,"16km NNW of Borrego Springs, CA",7/26/1950,-116.4135,33.3963333,6
iscgem895622,5.62,northern Mid-Atlantic Ridge,7/26/1950,-42.033,30.272,15
ci3344204,2.94,"4km NNW of Redlands, CA",7/27/1950,-117.191,34.0863333,24.61
ci3344205,3.58,"5km S of Niland, CA",7/27/1950,-115.5263333,33.197,6
ci3344208,4.27,"16km NE of Holtville, CA",7/27/1950,-115.2413333,32.8998333,6
ci3344212,4.76,"5km NNE of Brawley, CA",7/27/1950,-115.5128333,33.0216667,6
ci10086202,3.6,"4km NE of Brawley, CA",7/27/1950,-115.5,33,6
ci10086206,3.5,"4km NE of Brawley, CA",7/27/1950,-115.5,33,6
ci3344213,4.19,"4km NE of Brawley, CA",7/27/1950,-115.5,33,6
ci3344216,3.68,"2km SSE of Calipatria, CA",7/27/1950,-115.505,33.1093333,6
ci3344219,3.84,"1km W of Brawley, CA",7/27/1950,-115.5426667,32.9793333,6
ci3344226,3.76,"6km ENE of Calipatria, CA",7/28/1950,-115.4598333,33.1515,6
iscgemsup895627,,"209 km ENE of Levuka, Fiji",7/28/1950,-178.753,-17.644,570
ci3344227,4.31,"4km E of Westmorland, CA",7/28/1950,-115.5755,33.0323333,6
ci3344228,4.59,"5km SSE of Calipatria, CA",7/28/1950,-115.487,33.0871667,6
ci3344230,3.66,"8km NNE of Brawley, CA",7/28/1950,-115.4845,33.0378333,6
ci3344231,3.72,"4km NE of Brawley, CA",7/28/1950,-115.5,33,6
ci3344232,3.61,"4km NE of Brawley, CA",7/28/1950,-115.5,33,6
ci3344233,3.75,"14km ESE of Calipatria, CA",7/28/1950,-115.3708333,33.093,6
iscgem895630,6.05,"59 km NNW of Sola, Vanuatu",7/28/1950,167.272,-13.415,45
ci3344234,3.53,"4km SE of Westmorland, CA",7/28/1950,-115.5975,33.0101667,6
ci3344235,3.59,"2km NE of Niland, CA",7/28/1950,-115.5015,33.2516667,6
ci3344236,3.55,"10km E of Calipatria, CA",7/28/1950,-115.4125,33.1163333,6
ci3344237,3.83,"9km N of Westmorland, CA",7/29/1950,-115.6331667,33.1141667,6
ci10086214,3.5,"4km NE of Brawley, CA",7/29/1950,-115.5,33,6
ci10086218,3.5,"4km NE of Brawley, CA",7/29/1950,-115.5,33,6
ci3344238,4.56,"3km NNE of Niland, CA",7/29/1950,-115.505,33.2601667,6
ci10086222,4.1,"4km NE of Brawley, CA",7/29/1950,-115.5,33,6
ci3344239,5.33,"7km ESE of Calipatria, CA",7/29/1950,-115.4483333,33.0891667,6
ci3344240,4.7,"7km NNE of Imperial, CA",7/29/1950,-115.5395,32.9016667,6
ci3344241,4.06,"8km W of Westmorland, CA",7/29/1950,-115.7061667,33.0446667,6
ci3344242,3.78,"22km SE of Ocotillo Wells, CA",7/29/1950,-115.9576667,33.0155,6
ci3344243,4.02,"7km SW of Calipatria, CA",7/29/1950,-115.5616667,33.077,6
ci3344244,4.04,"10km NE of Brawley, CA",7/29/1950,-115.4615,33.045,6
ci3344245,3.9,"8km N of Holtville, CA",7/29/1950,-115.3761667,32.8838333,6
ci3344246,3.73,"10km SSE of Calipatria, CA",7/29/1950,-115.4568333,33.0503333,6
ci3344247,3.76,"10km WSW of Niland, CA",7/29/1950,-115.614,33.193,6
ci3344248,4.3,"2km N of Westmorland, CA",7/29/1950,-115.6233333,33.0561667,6
ci10086226,3.9,"4km NE of Brawley, CA",7/29/1950,-115.5,33,6
ci3344249,3.78,"6km WNW of Calipatria, CA",7/29/1950,-115.5713333,33.1475,6
ci3344250,3.79,"7km WSW of Imperial, CA",7/29/1950,-115.6351667,32.8185,6
ci3344251,5.42,"7km NW of Westmorland, CA",7/29/1950,-115.6636667,33.0883333,6
ci10086230,3.6,"4km NE of Brawley, CA",7/29/1950,-115.5,33,6
ci3344252,3.63,"6km NE of Westmorland, CA",7/29/1950,-115.5785,33.0793333,6
ci3344253,4.3,"11km WSW of Niland, CA",7/29/1950,-115.6238333,33.1935,6
ci3344254,3.88,"8km WSW of Heber, CA",7/29/1950,-115.6058333,32.6896667,6
ci3344255,3.49,"5km NE of Westmorland, CA",7/29/1950,-115.5845,33.075,6
ci3342567,3.52,"16km SW of Progreso, B.C., MX",7/29/1950,-115.7128333,32.4805,6
ci3342550,3.24,"20km NNE of Ocotillo, CA",7/30/1950,-115.883,32.8855,6
iscgem895637,6.33,"112 km NW of Tobelo, Indonesia",7/30/1950,127.233,2.384,30
ci3342548,3.51,"11km SW of Westmorland, CA",7/30/1950,-115.6998333,32.9626667,6
ci3342546,3.6,"6km NE of Westmorland, CA",7/30/1950,-115.573,33.0671667,6
ci3342545,4.16,"8km W of Calipatria, CA",7/30/1950,-115.5965,33.1203333,6
ci3342544,4.49,"2km WNW of Calipatria, CA",7/30/1950,-115.5398333,33.1305,6
ushis1708,4.7,"5 km W of Calipatria, California",7/30/1950,-115.567,33.117,16
ci3342568,3.45,"8km SW of Brawley, CA",7/30/1950,-115.5843333,32.9243333,6
ci3342569,3.31,"3km E of Calipatria, CA",7/30/1950,-115.4866667,33.1226667,6
iscgem895639,6.66,"46 km WSW of Panguna, Papua New Guinea",7/30/1950,155.078,-6.424,65
ci3342574,2.35,"4km S of Pearblossum, CA",7/30/1950,-117.905,34.4663333,0.02
ci3342844,4.7,"15km S of Bombay Beach, CA",8/1/1950,-115.7236667,33.2146667,6
iscgem895643,6.14,"109 km SSE of Kushiro, Japan",8/1/1950,144.848,42.058,25
iscgemsup895644,,"100 km SSE of Kushiro, Japan",8/1/1950,144.837,42.142,25
ci3342892,3.41,"24km WSW of Vandenberg Air Force Base, CA",8/2/1950,-120.7471667,34.6475,6
iscgem895646,6.18,"283 km SW of Merizo Village, Guam",8/2/1950,143.09,11.23,15
iscgem895647,5.83,"41 km ENE of ?d?grat, Ethiopia",8/2/1950,39.792,14.471,15
iscgemsup895648,,"10 km WNW of Apaxtla de Castrejón, Mexico",8/3/1950,-100.025,18.156,80.5
iscgemsup895651,,"195 km SW of Merizo Village, Guam",8/3/1950,143.393,12.022,20
iscgem895653,6.4,"8 km SSW of El Tocuyo, Venezuela",8/4/1950,-69.819,9.71,15
ci3342915,3.42,"26km S of Ocotillo Wells, CA",8/4/1950,-116.1806667,32.9113333,6
ci3342952,3.55,"9km NW of Holtville, CA",8/4/1950,-115.448,32.8688333,6
iscgem895656,6.48,"Auckland Islands, New Zealand region",8/5/1950,164.406,-49.337,15
iscgemsup895658,,"5 km WSW of Bolila, Philippines",8/7/1950,125.525,6.346,135.5
iscgem895661,5.87,"122 km WNW of Ternate, Indonesia",8/7/1950,126.357,1.187,15
ci3342990,3.43,"26km ESE of Kernville, CA",8/10/1950,-118.1493333,35.676,6
iscgemsup895669,,"69 km SE of Panguna, Papua New Guinea",8/11/1950,155.901,-6.79,50.6
ci3343020,4.08,"7km NNE of Big Bear City, CA",8/12/1950,-116.805,34.3158333,6
iscgemsup895673,,"1 km S of Dalhousie, India",8/12/1950,75.947,32.543,15
iscgemsup895674,,south of the Kermadec Islands,8/12/1950,-178.896,-33.824,15
iscgem895676,5.82,"1 km SSE of Río San Juan, Dominican Republic",8/14/1950,-70.071,19.632,15
ci3343075,3.32,"2km WSW of Holtville, CA",8/15/1950,-115.404,32.8013333,6
iscgem895680,7.1,"44 km WNW of Quimilí, Argentina",8/15/1950,-62.838,-27.507,610
ci3343107,3.45,"76km SW of San Clemente Is. (NW tip), CA",8/15/1950,-119.1533333,32.5278333,6
ci3343136,2.58,"9km SSE of Big Bear City, CA",8/15/1950,-116.8135,34.1858333,7
official19500815140934_30,8.6,1950 Assam-Tibet Earthquake,8/15/1950,96.445,28.363,15
iscgemsup895683,,"105 km NNE of Sarupathar, India",8/16/1950,97.213,27.084,25
iscgemsup895684,,"93 km NNW of Hayuliang, India",8/16/1950,96.21,28.863,25
iscgemsup895685,,"50 km ENE of Shi Yomi, India",8/16/1950,94.82,28.757,25
iscgem895686,6.17,"64 km NE of P?sigh?t, India",8/16/1950,95.731,28.52,25
iscgem895688,5.81,"84 km SSE of Hayuliang, India",8/16/1950,96.777,27.337,25
iscgem895689,6.01,"20 km WNW of Maibong, India",8/16/1950,92.944,25.343,25
iscgem895691,5.8,"48 km NE of Along, India",8/16/1950,95.131,28.498,25
iscgem895692,5.75,"68 km NNE of Hayuliang, India",8/16/1950,96.746,28.665,25
iscgem895693,6.23,"56 km NNW of Tezu, India",8/16/1950,95.894,28.38,25
iscgemsup895695,,"49 km NNW of Tezu, India",8/16/1950,95.977,28.337,25
iscgemsup895696,,"35 km NNE of Bomdila, India",8/16/1950,92.512,27.573,15
iscgem895697,5.75,"76 km NE of Shi Yomi, India",8/16/1950,94.866,29.063,25
iscgem895698,5.66,"16 km E of Along, India",8/17/1950,94.968,28.18,25
iscgem895699,5.96,"45 km NE of Bomdila, India",8/17/1950,92.802,27.492,15
iscgem895700,5.72,"90 km N of Tezu, India",8/17/1950,95.963,28.716,25
iscgem895702,5.48,"85 km NNE of Sarupathar, India",8/17/1950,97.217,26.886,25
iscgemsup895703,,"59 km NNE of Along, India",8/17/1950,95.026,28.665,25
iscgem895705,5.67,"74 km NNE of Sarupathar, India",8/17/1950,96.968,26.859,25
iscgem895706,6.14,"28 km N of Along, India",8/17/1950,94.844,28.427,25
iscgem895707,5.64,western Xizang,8/17/1950,80.883,34.13,15
iscgem895709,5.74,"127 km NNE of Shi Yomi, India",8/17/1950,94.774,29.622,25
ci3343160,2.86,"6km NE of Santa Cruz Is. (E end), CA",8/17/1950,-119.4678333,34.0666667,6
iscgemsup895714,,south of the Fiji Islands,8/18/1950,-179.678,-22.18,609.8
iscgem895717,6.34,"136 km NNE of P?sigh?t, India",8/18/1950,95.881,29.196,20
ci3343178,2.26,"4km ESE of Rubidoux, CA",8/18/1950,-117.3625,33.9836667,16.72
iscgemsup895718,,"72 km NNE of Along, India",8/18/1950,95.146,28.745,25
ci3343194,2.27,"3km SW of Colton, CA",8/18/1950,-117.3338333,34.0545,3.57
iscgem895719,6.09,"167 km SSW of Qamdo, China",8/19/1950,96.557,29.723,25
ci3343206,1.79,"0km WSW of Muscoy, CA",8/19/1950,-117.3495,34.1526667,6
ci3344078,2.66,"7km SSE of Lytle Creek, CA",8/19/1950,-117.4731667,34.2013333,0.79
iscgemsup895721,,"114 km N of P?sigh?t, India",8/19/1950,95.528,29.087,25
iscgemsup895724,,"68 km WNW of Skardu, Pakistan",8/20/1950,74.991,35.623,15
ushis1711,,"19 km ENE of Seeley Lake, Montana",8/20/1950,-113.25,47.25,
iscgem895726,5.76,eastern Xizang-India border region,8/20/1950,95.062,29.473,25
ci3344079,2.46,"5km SE of Agoura Hills, CA",8/20/1950,-118.73,34.1053333,6
ci3344080,2.67,"5km SSE of Moorpark, CA",8/21/1950,-118.8596667,34.2411667,6
iscgemsup895728,,"82 km NNW of Port-Olry, Vanuatu",8/21/1950,166.846,-14.334,25
iscgem895729,5.74,"113 km NNE of Sarupathar, India",8/21/1950,97.157,27.186,25
iscgem895730,5.96,"181 km NNW of Nagqu, China",8/21/1950,91.483,33.039,15
ci3344081,2.84,"12km NE of Santa Cruz Is. (E end), CA",8/21/1950,-119.442,34.113,6
iscgemsup895732,,"21 km W of P?sigh?t, India",8/22/1950,95.104,28.067,25
iscgemsup895733,,"Arunachal Pradesh, India",8/22/1950,94.301,28.724,25
iscgemsup895734,,"118 km NE of Sarupathar, India",8/22/1950,97.575,27.029,25
ci3344082,2.63,"5km ENE of Niland, CA",8/22/1950,-115.466,33.2591667,6
iscgemsup895735,,"10 km E of ?dach?-?da, Japan",8/22/1950,132.618,35.177,15
iscgem895736,5.96,"190 km NE of Shi Yomi, India",8/22/1950,95.511,29.932,25
iscgem895737,5.84,"159 km SW of Padangsidempuan, Indonesia",8/22/1950,98.227,0.388,30
iscgem895738,5.91,"52 km NNE of Shi Yomi, India",8/22/1950,94.584,28.97,25
iscgem895739,5.97,"62 km ENE of Petropavlovsk-Kamchatsky, Russia",8/22/1950,159.509,53.26,64.4
iscgem895741,6.07,"94 km NNE of Sarupathar, India",8/22/1950,97.171,26.992,25
iscgemsup895742,,"8 km NE of Along, India",8/23/1950,94.859,28.227,25
ci3344084,4.11,"12km NE of Santa Cruz Is. (E end), CA",8/23/1950,-119.44,34.1198333,6
ci3344085,2.56,"16km W of Ventura, CA",8/23/1950,-119.405,34.259,15
ci3344086,2.61,"9km NE of Santa Cruz Is. (E end), CA",8/23/1950,-119.4598333,34.1001667,6
ci3344087,3.06,"8km NE of Santa Cruz Is. (E end), CA",8/23/1950,-119.463,34.0885,7.96
iscgem895744,5.97,"97 km NE of Shi Yomi, India",8/23/1950,95.019,29.207,25
ci3344088,3.24,"21km S of Ocotillo Wells, CA",8/23/1950,-116.1463333,32.957,6
ci3344089,2.93,"9km NNE of Santa Cruz Is. (E end), CA",8/23/1950,-119.477,34.1013333,13
iscgem895745,5.68,"95 km NNE of Sarupathar, India",8/23/1950,97.02,27.048,25
ci3344090,3.03,"7km SSW of Idyllwild, CA",8/24/1950,-116.7463333,33.6796667,6.47
ci3344091,2.5,"10km NE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4536667,34.1098333,6
iscgem895746,5.91,"48 km N of Hayuliang, India",8/24/1950,96.476,28.504,25
ci3344092,2.64,"5km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4881667,34.0733333,10
ci3344093,2.49,"6km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4846667,34.0828333,10
ci3344094,3.01,"9km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4691667,34.1035,6
iscgem895747,5.64,"23 km NNE of Hayuliang, India",8/24/1950,96.672,28.249,25
ci3344095,2.6,"15km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.446,34.1528333,0.69
ci3344097,2.35,"9km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4736667,34.1081667,6
ci3344098,3.15,"14km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.439,34.1396667,4.04
ci3344099,3.19,"17km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4351667,34.1705,0.67
ci3344100,2.79,"12km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.456,34.1258333,10.24
ci3344101,2.08,"8km N of Banning, CA",8/24/1950,-116.8878333,33.9981667,13.15
ci3344102,2.45,"12km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4565,34.1288333,2.99
ci3344103,3.19,"12km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.451,34.119,9.03
ci3344104,2.44,"12km NNE of Santa Cruz Is. (E end), CA",8/24/1950,-119.4513333,34.12,5.33
iscgemsup895749,,"148 km W of Gold Beach, Oregon",8/25/1950,-126.216,42.284,15
ci3344105,2.79,"5km SSE of Mentone, CA",8/25/1950,-117.1158333,34.0286667,5.48
iscgemsup895751,,"67 km NNE of Along, India",8/25/1950,95.142,28.697,25
iscgem895754,6,"28 km NW of Elim, Alaska",8/26/1950,-162.642,64.814,15
ci3344106,2.74,"9km NNW of Thousand Palms, CA",8/26/1950,-116.4185,33.8956667,6
ci3344107,2.73,"7km SE of Desert Hot Springs, CA",8/26/1950,-116.4391667,33.9223333,6
iscgem895756,6.19,"7 km NE of Mor?nha, India",8/26/1950,94.965,27.233,25
ci3344108,2.02,"3km ENE of Desert Hot Springs, CA",8/26/1950,-116.4703333,33.9696667,6
ci3344112,2.68,"4km NNW of Santa Cruz Is. (E end), CA",8/26/1950,-119.5345,34.0613333,6
ci3344117,2.67,"4km ESE of Desert Hot Springs, CA",8/26/1950,-116.4578333,33.9495,6
iscgem895761,5.55,eastern Xizang-India border region,8/27/1950,94.6,29.183,25
ci3344118,4.02,"7km NNE of Big Bear City, CA",8/29/1950,-116.8146667,34.3201667,6
ci3344119,2.58,"4km N of Big Bear Lake, CA",8/29/1950,-116.9053333,34.2746667,6
ci3344121,3.26,"6km N of Big Bear City, CA",8/29/1950,-116.8495,34.3136667,6.24
ci3344123,3.14,"45km NNW of Fort Irwin, CA",8/29/1950,-116.8961667,35.63,6
ci3344124,2.14,"5km SSW of Wrightwood, CA",8/29/1950,-117.6568333,34.3183333,13.37
iscgemsup895767,,"southwest of Sumatra, Indonesia",8/30/1950,97.458,-1.16,25
iscgem895768,6.35,"78 km SW of Padangsidempuan, Indonesia",8/30/1950,98.686,0.983,55
ci3344126,3.09,"22km ESE of Primo Tapia, B.C., MX",8/30/1950,-116.7023333,32.1333333,6
iscgem895771,6.13,"Seram, Indonesia",8/30/1950,129.121,-3.954,20
iscgemsup895772,,"42 km S of Isangel, Vanuatu",8/30/1950,169.321,-19.927,30
ci3344129,4.07,"19km NE of Barstow, CA",8/31/1950,-116.8845,35.024,6
iscgemsup895773,,"59 km ENE of Isangel, Vanuatu",8/31/1950,169.754,-19.248,30
iscgem895780,5.93,South Indian Ocean,9/1/1950,89.034,-3.593,15
iscgem895781,5.73,"156 km NE of Shi Yomi, India",9/1/1950,95.302,29.688,25
ci3344130,2.97,"2km S of Loma Linda, CA",9/2/1950,-117.2601667,34.0271667,19.21
iscgem895782,5.55,"143 km NE of Shi Yomi, India",9/2/1950,95.226,29.585,25
iscgem895783,6.07,"88 km SW of Nikolski, Alaska",9/2/1950,-169.75,52.352,35
iscgem895785,5.93,"157 km SSW of Qamdo, China",9/3/1950,96.753,29.758,25
ci10086242,2.29,"4km ESE of Big Bear Lake, CA",9/3/1950,-116.8795,34.2271667,6
iscgemsup895788,,"12 km WSW of B?s?r, India",9/3/1950,94.585,27.928,25
iscgemsup895789,,"76 km E of Kirakira, Solomon Islands",9/3/1950,162.617,-10.531,30
iscgemsup895792,,"127 km N of P?sigh?t, India",9/4/1950,95.522,29.204,25
iscgemsup895793,,"65 km NNW of Hayuliang, India",9/4/1950,96.359,28.637,25
iscgemsup895794,,"32 km WSW of Soe, Indonesia",9/4/1950,123.997,-9.932,25
iscgem895795,5.69,"163 km SSW of Qamdo, China",9/4/1950,96.731,29.711,25
iscgemsup895797,5.28,Central Turkey,9/4/1950,34.421,41.323,15
iscgemsup895800,,"5 km W of Micigliano, Italy",9/5/1950,12.991,42.449,10
iscgem895801,5.67,"3 km NNE of Capitignano, Italy",9/5/1950,13.318,42.55,10
iscgemsup895802,,"Kepulauan Mentawai region, Indonesia",9/5/1950,98.784,-1.049,15
ci3344132,4.76,"2km SE of Idyllwild, CA",9/6/1950,-116.6973333,33.726,6.38
iscgemsup895804,,Eastern Xizang,9/6/1950,91.815,29.328,25
ci3344144,3.11,"6km NNW of Inyokern, CA",9/7/1950,-117.835,35.6996667,3
ci3344145,2.92,"10km NE of Santa Cruz Is. (E end), CA",9/7/1950,-119.4538333,34.1066667,6
ci3344146,3.09,"52km ESE of Maneadero, B.C., MX",9/7/1950,-116.0333333,31.5871667,6
iscgemsup895806,,south of the Kermadec Islands,9/7/1950,-179.025,-32.865,50
ci3344148,2.8,"33km SE of Twentynine Palms, CA",9/8/1950,-115.8696667,33.8918333,6
ci3344153,3.07,"18km SSE of Ocotillo, CA",9/8/1950,-115.8988333,32.5941667,6
ci3344155,3.49,"2km W of Westmorland, CA",9/8/1950,-115.6406667,33.0348333,6
ci3342450,2.63,"6km WNW of Ocotillo Wells, CA",9/9/1950,-116.1871667,33.174,6
iscgemsup895812,,"55 km N of Copiapó, Chile",9/9/1950,-70.275,-26.869,35
iscgem895813,6.3,"79 km ENE of Rabaul, Papua New Guinea",9/9/1950,152.781,-3.843,25
ci3342451,2.51,"7km SSW of Little Lake, CA",9/9/1950,-117.9288333,35.8743333,6
ci3342452,3.37,"33km NW of Ludlow, CA",9/10/1950,-116.442,34.9103333,6
iscgem895816,6.1,"17 km NE of ?hara, Japan",9/10/1950,140.52,35.364,35
ci3323084,2.84,"20km NNW of Borrego Springs, CA",9/10/1950,-116.4261667,33.4315,0.09
iscgemsup895817,,"156 km NE of Shi Yomi, India",9/10/1950,95.544,29.498,25
iscgemsup895818,,"43 km ENE of Port-Olry, Vanuatu",9/10/1950,167.458,-14.927,141.3
iscgemsup895819,,"15 km ESE of B?s?r, India",9/11/1950,94.833,27.931,25
ci3342454,2.66,"19km ESE of Campo, CA",9/11/1950,-116.2745,32.55,6
ci3323090,3.13,"18km ESE of Kernville, CA",9/11/1950,-118.231,35.7138333,6
iscgem895821,5.81,"23 km WNW of Shi Yomi, India",9/11/1950,94.158,28.615,25
ci3323092,2.76,"20km E of Little Lake, CA",9/12/1950,-117.6913333,35.9135,3
iscgem895824,6,"5 km SW of Gejiu, China",9/13/1950,103.113,23.323,15
ci3323094,2.73,"18km E of Little Lake, CA",9/13/1950,-117.7011667,35.9328333,6
iscgem895825,6.22,"14 km NNW of Ch?bua, India",9/13/1950,95.133,27.605,25
iscgemsup895826,,Svalbard region,9/13/1950,6.62,76.357,15
iscgemsup895828,,"33 km NE of Monteagudo, Bolivia",9/14/1950,-63.739,-19.573,580
iscgemsup600678248,,Molucca Sea,9/14/1950,124.754,-0.651,35
iscgem895829,6.19,"165 km S of Tondano, Indonesia",9/14/1950,124.769,-0.18,35
iscgemsup895832,,south of Tonga,9/15/1950,-174.647,-25.584,30
iscgemsup895833,,"85 km WNW of Hihifo, Tonga",9/16/1950,-174.527,-15.652,245
iscgem895834,6.25,central East Pacific Rise,9/16/1950,-105.207,-5.07,15
ci3323095,3.39,"15km NNW of Borrego Springs, CA",9/17/1950,-116.462,33.3685,1.11
ci3323096,2.44,"15km NNW of Borrego Springs, CA",9/17/1950,-116.4528333,33.3776667,1.09
iscgemsup895838,,"Rat Islands, Aleutian Islands, Alaska",9/17/1950,177.742,52.128,97.7
ci3342460,3.04,"18km S of Ocotillo, CA",9/17/1950,-115.9973333,32.574,6
iscgem895839,5.63,"209 km ENE of Nagqu, China",9/17/1950,93.962,32.44,15
ci3323098,4.21,"23km ESE of Primo Tapia, B.C., MX",9/18/1950,-116.6911667,32.1376667,6
ci3323099,3,"3km NNW of Colton, CA",9/18/1950,-117.323,34.1011667,17.55
ci3342463,2.69,"10km NW of Holtville, CA",9/18/1950,-115.4453333,32.8841667,6
iscgemsup895843,,"56 km SW of Tarauacá, Brazil",9/19/1950,-71.095,-8.557,635.3
ci3323102,2.48,"22km W of Rancho Palos Verdes, CA",9/19/1950,-118.6246667,33.7501667,6
ci3323103,2.78,"9km ENE of Desert Hot Springs, CA",9/20/1950,-116.4115,34.0006667,6
iscgem895844,7.2,"250 km ESE of Biak, Indonesia",9/20/1950,138.151,-2.077,30
ci3342466,2.16,"16km SSE of Las Flores, CA",9/20/1950,-118.6028333,33.8998333,6
ci3323105,2.55,"2km SW of Tarzana, CA",9/20/1950,-118.5726667,34.1588333,3.99
ci3323106,2.31,"2km NNW of Colton, CA",9/21/1950,-117.3278333,34.0923333,0.15
ci3342469,1.02,"1km SE of La Canada Flintridge, CA",9/22/1950,-118.1795,34.1905,6
ci3323108,3.32,"2km SE of Loma Linda, CA",9/22/1950,-117.2456667,34.037,15.3
iscgem895851,5.93,Mid-Indian Ridge,9/22/1950,66.535,-9.369,10
iscgem895853,5.87,Mid-Indian Ridge,9/22/1950,66.138,-9.348,10
iscgem895854,6.22,Easter Island region,9/22/1950,-113.504,-25.478,15
ci3323109,2.98,"13km ESE of Kernville, CA",9/23/1950,-118.2885,35.7295,6
iscgem895855,6.8,Fiji region,9/23/1950,-177.295,-17.634,400.4
ci3323110,2.16,"2km ENE of Hawthorne, CA",9/23/1950,-118.3346667,33.9221667,0.06
iscgem895856,5.46,"36 km S of Ierápetra, Greece",9/23/1950,25.727,34.683,45
iscgemsup895857,,"19 km SSE of Union, Philippines",9/24/1950,126.207,9.606,25
ci3323111,1.64,"4km W of Muscoy, CA",9/24/1950,-117.3868333,34.1568333,0.12
ci3323112,1.65,"2km NNW of Muscoy, CA",9/24/1950,-117.3528333,34.1746667,3
ci3323113,3.22,"11km W of Santa Cruz Is. (E end), CA",9/24/1950,-119.6411667,34.0333333,6
ci3342477,2.74,"18km WNW of Santa Cruz Is. (E end), CA",9/24/1950,-119.707,34.0666667,6
ci3323115,2.14,"1km E of Upland, CA",9/24/1950,-117.634,34.099,10.42
iscgem895860,5.68,"32 km W of T?yb?d, Iran",9/25/1950,60.422,34.708,15
ci3323116,2.82,"36km SE of Twentynine Palms, CA",9/25/1950,-115.8283333,33.891,6
ci3323117,2.53,"8km WNW of Salton City, CA",9/25/1950,-116.0315,33.3368333,6
iscgemsup895863,,"21 km WNW of Valparaíso, Chile",9/26/1950,-71.841,-32.966,45
iscgem895864,5.96,"18 km E of Pilar, Philippines",9/26/1950,126.264,9.864,25
iscgem895865,5.85,"36 km SSW of Yonakuni, Japan",9/27/1950,122.875,24.157,15
iscgem895866,5.74,Revilla Gigedo Islands region,9/27/1950,-109.076,19.844,25
iscgemsup895867,,"268 km WSW of Nadi, Fiji",9/27/1950,175.197,-18.977,15
iscgem895869,6.06,"98 km S of Hualien City, Taiwan",9/28/1950,121.481,23.095,15
ci3323118,3.95,"10km NE of Dixon Lane-Meadow Creek, CA",9/28/1950,-118.3468333,37.4561667,6
iscgemsup895872,,"177 km SW of Hydaburg, Alaska",9/29/1950,-135.071,54.281,15
iscgem895875,6.59,"222 km WSW of La Cruz de Loreto, Mexico",9/29/1950,-107.252,18.945,15
iscgemsup895876,,"253 km WSW of La Cruz de Loreto, Mexico",9/29/1950,-107.644,19.048,15
ci3323119,2.62,"6km E of Garnet, CA",9/30/1950,-116.4756667,33.903,6
ci3323122,2.8,"7km S of Big Bear Lake, CA",10/1/1950,-116.8991667,34.1801667,6
ci3342487,2.7,"2km NE of Borrego Springs, CA",10/1/1950,-116.3626667,33.269,16
ci3323124,2.88,"6km NNW of Garnet, CA",10/2/1950,-116.5761667,33.95,6
ci3323125,2.36,"3km WSW of Fontana, CA",10/2/1950,-117.4888333,34.0856667,7.09
ci3323126,1.75,"3km NW of Colton, CA",10/2/1950,-117.339,34.0906667,0.01
iscgemsup895882,,"83 km WNW of Norman Wells, Canada",10/3/1950,-128.326,65.702,15
iscgem895883,6.04,"126 km NNE of Sarupathar, India",10/4/1950,97.508,27.161,25
ci3323127,2.69,"27km ESE of Primo Tapia, B.C., MX",10/4/1950,-116.6468333,32.1488333,6
ci3323128,2.76,"20km WSW of Ludlow, CA",10/4/1950,-116.3558333,34.6306667,6
iscgemsup895885,,"84 km E of Isangel, Vanuatu",10/5/1950,170.077,-19.42,25
ci3323129,2.38,"9km SSE of Gorman, CA",10/5/1950,-118.8333333,34.7196667,6
iscgem895886,6.23,"97 km NNE of Isangel, Vanuatu",10/5/1950,169.666,-18.742,15
iscgem895887,7.5,Costa Rica,10/6/1950,-85.046,10.481,97.9
iscgemsup895890,,Costa Rica,10/6/1950,-85.381,10.437,35
iscgem895892,5.9,"51 km WNW of El Alto, Peru",10/6/1950,-81.641,-4.072,15
ci3323131,2.25,"12km ENE of Apple Valley, CA",10/6/1950,-117.0766667,34.556,0.01
ci3323133,3.37,"35km WNW of Desert Center, CA",10/6/1950,-115.7271667,33.871,6
ci3323137,3,"33km SE of Twentynine Palms, CA",10/6/1950,-115.7978333,33.943,6
iscgemsup895894,,"175 km N of Cruz Bay, U.S. Virgin Islands",10/6/1950,-64.717,19.918,15
ci3323138,2.81,"33km SE of Twentynine Palms, CA",10/6/1950,-115.8718333,33.8965,6
ci3323139,2.75,"4km NNE of Coso Junction, CA",10/6/1950,-117.9293333,36.0781667,6
ci3323140,2.47,"2km ENE of Coso Junction, CA",10/6/1950,-117.9255,36.0525,6
ci3323141,1.86,"3km NE of Silver Lake, CA",10/6/1950,-118.2458333,34.1138333,5.38
